distance_km,poids_kg,heure,jour_semaine,conditions_meteo,niveau_trafic,temperature,visibilite,duree_minutes
148.356,190.16,2,0,0,0.022,29.4,8463,86.79
175.924,134.0,5,5,0,0.185,22.8,9067,141.91
29.12,147.84,0,0,0,0.07,33.5,9299,38.82
34.044,98.31,4,0,0,0.08,16.1,8214,42.81
7.957,27.02,3,5,0,0.306,24.1,9260,33.65
23.18,5.31,6,1,0,0.116,20.5,9480,26.13
6.432,150.5,19,3,0,0.624,21.8,9705,46.44
267.18,121.49,20,5,0,0.054,29.0,9631,194.73
326.577,34.94,5,3,0,0.021,18.2,9747,167.57
482.5,187.35,12,1,0,0.481,34.1,9224,744.77
179.815,59.47,9,3,0,0.614,19.2,8899,407.5
16.988,58.49,16,2,0,0.231,33.2,9019,54.62
29.055,64.38,17,3,1,0.7,24.1,2428,109.37
0.707,123.29,10,3,0,0.15,15.1,9787,21.58
33.999,109.14,9,5,0,0.286,31.8,9418,63.9
12.182,83.56,14,2,0,0.249,31.0,9309,46.77
30.755,162.71,17,0,0,0.541,31.3,9477,104.68
13.305,143.82,9,4,0,0.189,26.8,8965,42.73
166.867,150.78,17,4,0,0.067,34.7,8641,133.39
424.553,136.53,2,3,0,0.092,19.5,8713,240.54
28.762,130.49,10,0,0,0.113,15.1,9419,44.11
3.643,178.75,13,1,0,0.363,32.0,9156,35.69
169.644,199.06,10,4,1,0.136,19.5,2835,143.36
21.033,52.42,21,2,0,0.127,29.7,8344,36.41
414.276,175.3,5,4,0,0.081,34.0,8656,316.1
5.218,198.53,3,4,0,0.417,19.1,8757,36.81
421.064,115.89,12,5,3,0.272,29.8,3792,601.48
160.775,172.46,6,3,1,0.209,14.7,4949,174.63
308.192,169.32,4,3,0,0.037,28.1,9680,190.95
336.701,99.52,3,0,0,0.081,29.2,8725,182.67
208.102,117.31,12,4,0,0.062,34.0,8961,183.04
8.578,71.77,16,5,1,0.27,18.9,2696,44.25
22.666,17.8,21,5,1,0.07,20.2,2982,29.53
7.074,16.4,14,0,0,0.229,32.6,9560,27.85
29.954,97.11,19,5,0,0.058,25.3,8140,34.54
180.409,103.86,21,6,1,0.254,22.9,2919,204.3
14.454,22.37,1,6,0,0.034,17.8,9782,29.38
5.758,153.0,15,0,1,0.336,18.1,3828,36.67
9.355,177.95,1,6,0,0.017,28.4,9175,29.92
9.689,100.22,5,0,0,0.016,32.6,9754,33.11
39.972,80.87,2,0,0,0.005,24.0,9298,50.01
31.114,75.56,9,5,0,0.064,21.8,9673,43.21
448.772,66.61,20,6,0,0.377,19.8,8524,598.67
5.737,112.73,16,2,0,0.177,26.7,9215,32.64
242.022,70.42,14,6,0,0.287,33.0,8112,330.61
9.622,51.5,0,2,1,0.031,14.9,4322,27.96
12.05,63.71,10,1,1,0.339,17.7,6184,53.44
9.91,16.53,17,2,0,0.449,19.8,9220,51.72
10.795,43.84,6,3,0,0.325,32.9,8271,40.06
6.985,63.54,0,5,0,0.138,25.5,8431,31.39
34.666,91.12,4,0,0,0.048,33.3,9227,49.28
24.033,184.94,17,5,0,0.137,33.1,9921,39.87
13.988,105.94,20,3,0,0.368,28.6,9118,62.14
408.045,154.21,11,0,1,0.269,18.4,4839,477.81
5.337,20.03,19,4,0,0.409,26.2,9017,20.96
26.492,117.69,20,2,0,0.156,31.2,8400,41.52
5.541,2.62,1,6,3,0.029,23.5,4864,12.68
321.938,16.3,23,6,0,0.022,17.2,8394,145.59
345.874,153.0,5,2,0,0.057,25.1,9718,239.06
24.967,107.98,18,3,3,0.826,29.8,1204,130.59
30.727,199.28,9,5,0,0.132,18.5,8076,47.38
4.056,154.87,14,3,0,0.322,22.1,8872,37.14
2.579,55.28,0,6,0,0.012,23.8,8121,21.28
39.325,3.97,12,6,0,0.458,25.7,8965,92.82
148.917,54.1,14,5,1,0.273,11.4,6479,180.19
32.295,107.24,6,3,0,0.14,32.1,9990,48.69
1.736,174.11,23,0,0,0.044,22.6,8476,21.33
14.342,172.77,4,4,0,0.24,20.6,9822,60.82
15.354,162.37,13,4,0,0.179,22.4,9841,48.72
169.783,166.62,6,3,0,0.227,34.6,8894,177.65
28.069,78.03,15,2,0,0.341,26.8,8568,51.75
2.208,119.51,13,2,3,0.36,17.2,2183,33.7
481.524,185.4,1,5,0,0.241,20.8,9537,452.7
33.912,46.99,18,4,0,0.232,33.5,8196,50.19
157.331,18.77,0,5,1,0.237,13.2,5811,142.13
28.872,73.91,11,4,0,0.078,34.0,8874,51.57
304.252,154.41,22,3,0,0.092,22.0,8598,183.3
7.119,95.54,12,4,0,0.336,34.6,9814,45.13
34.543,174.81,15,1,1,0.259,13.5,6190,61.62
15.239,21.59,19,1,0,0.542,32.1,9645,87.72
110.979,67.31,6,3,1,0.318,10.3,2069,155.91
30.772,169.47,11,3,0,0.112,19.1,8370,43.85
69.947,62.42,13,2,1,0.369,11.6,5951,137.68
1.061,113.7,23,1,0,0.072,29.6,9583,17.74
3.566,38.0,1,6,0,0.062,29.1,8057,21.31
28.072,95.21,20,0,3,0.204,27.0,4254,62.04
1.141,80.0,19,5,1,0.345,17.1,2422,20.51
29.875,14.36,0,3,0,0.079,25.5,8693,22.7
86.108,183.85,4,1,1,0.022,12.5,5242,62.07
422.828,152.3,17,0,1,0.456,18.5,4200,959.78
19.336,13.05,3,2,0,0.08,16.6,9620,29.57
22.913,51.53,4,4,3,0.134,22.6,2581,48.92
111.729,65.42,9,6,1,0.479,15.9,4677,286.9
105.284,65.19,8,5,0,0.284,21.6,8955,118.59
175.424,193.68,20,6,0,0.212,19.3,9976,188.25
428.178,192.34,4,0,0,0.021,23.0,9413,207.78
231.048,85.12,23,6,1,0.018,14.2,6243,146.23
453.303,122.47,7,0,0,0.596,33.3,8854,1052.15
25.494,189.47,22,4,1,0.179,24.2,4554,44.75
32.959,119.11,8,6,3,0.552,24.6,4476,126.8
27.671,180.05,14,0,0,0.351,20.1,8953,65.39
37.523,155.39,14,6,0,0.427,34.2,8526,82.04
23.965,159.82,13,5,0,0.018,27.6,9326,32.85
16.921,151.39,18,2,0,0.895,33.3,9134,157.89
31.684,66.65,7,1,0,0.481,23.3,9656,110.1
19.629,73.78,19,5,0,0.293,15.1,9612,53.74
32.474,93.4,12,0,1,0.345,11.2,4993,101.1
283.031,127.38,4,1,0,0.016,19.9,8559,164.31
226.305,7.91,2,3,0,0.064,27.0,9803,138.02
34.934,74.19,1,5,3,0.193,23.3,1378,50.17
19.781,27.75,0,5,0,0.044,22.9,8592,44.42
8.308,33.08,12,6,0,0.392,29.7,9423,44.1
9.533,119.39,15,0,0,0.389,20.3,10000,47.32
408.368,146.13,3,2,3,0.073,22.6,1826,286.61
101.807,108.09,19,6,0,0.578,21.2,8104,240.87
101.448,101.71,18,3,1,0.704,12.4,4500,260.08
37.068,57.62,11,5,0,0.084,29.6,9920,58.17
33.271,94.7,16,2,1,0.295,15.6,6635,65.78
37.374,195.3,13,4,0,0.17,30.7,8485,73.24
98.811,69.35,11,1,0,0.36,32.2,8375,132.19
347.369,43.72,5,6,0,0.072,21.2,9087,191.19
14.367,98.16,21,1,0,0.367,18.9,8290,55.61
17.435,61.87,7,4,0,0.137,26.0,8143,56.67
276.21,116.94,1,2,1,0.016,14.2,3426,144.16
27.096,40.5,3,3,0,0.06,18.1,9319,31.61
6.55,138.96,15,2,0,0.232,19.4,9346,34.6
474.629,7.32,12,3,0,0.392,17.1,9911,587.51
11.374,15.84,9,6,0,0.853,19.1,9568,91.14
12.831,5.79,12,5,1,0.208,11.5,2338,43.24
380.264,110.02,5,1,0,0.035,16.8,9677,232.17
32.567,159.92,16,3,0,0.187,28.4,9046,59.21
399.979,162.99,14,5,0,0.194,33.4,8248,346.94
199.312,20.15,6,0,0,0.366,19.0,8358,253.74
29.517,92.72,16,6,0,0.4,32.5,8928,66.95
39.546,85.59,1,3,0,0.052,28.5,8039,43.17
14.173,169.49,6,1,0,0.181,34.6,9016,55.49
46.44,150.54,8,1,0,0.822,25.4,9054,209.69
27.613,1.65,16,3,0,0.366,27.6,9087,45.83
106.744,16.34,3,4,0,0.252,31.1,9144,105.68
4.344,104.99,2,3,1,0.003,16.8,2065,29.92
5.442,82.36,9,4,1,0.084,15.0,6246,35.91
264.247,97.9,2,1,0,0.046,27.3,9646,144.26
38.871,148.79,21,3,1,0.174,21.8,4823,70.42
30.261,84.83,10,0,0,0.151,26.9,8933,49.91
7.3,18.69,23,1,0,0.002,19.7,8683,16.56
482.154,88.25,14,2,0,0.295,20.9,9433,605.39
433.305,97.74,19,4,0,0.268,17.1,8260,387.9
31.27,11.71,2,2,0,0.038,21.2,9362,29.96
325.043,183.96,22,5,0,0.088,24.8,8545,209.21
278.572,139.25,20,1,0,0.227,31.6,8052,291.37
489.636,124.19,14,3,1,0.432,15.5,3286,876.29
39.169,88.18,21,3,0,0.11,21.2,8194,55.1
19.03,24.49,3,4,0,0.004,29.1,9847,37.71
124.261,147.23,3,3,0,0.082,29.6,8276,74.39
16.085,180.24,22,2,0,0.027,33.9,9908,39.27
39.528,70.0,16,5,1,0.174,17.4,4912,65.72
38.496,168.54,13,0,0,0.313,27.2,9906,80.33
1.32,172.07,23,6,1,0.067,13.1,3088,22.89
26.581,121.33,16,2,0,0.383,15.4,8383,58.74
160.302,19.42,5,0,1,0.1,25.0,5063,115.66
15.256,87.5,7,5,2,0.021,5.5,2210,62.1
311.67,10.84,10,1,0,0.22,23.5,8909,309.05
6.517,189.97,6,2,0,0.12,21.4,9537,34.28
275.571,38.31,9,4,1,0.109,19.6,6800,204.43
54.668,153.22,18,0,0,0.834,34.4,8060,243.88
10.124,98.24,7,1,0,0.475,21.0,9297,89.36
303.278,96.52,12,1,1,0.478,21.4,5842,559.6
85.331,163.15,15,1,0,0.14,20.4,9570,100.88
492.899,146.43,15,5,0,0.043,19.7,8460,321.57
36.063,139.85,20,2,0,0.244,22.9,8351,73.15
27.76,180.36,13,6,0,0.477,18.3,9577,76.72
253.03,35.67,18,4,0,0.197,18.9,9421,191.33
40.479,172.55,15,5,0,0.132,17.5,9324,56.75
33.984,189.8,0,5,3,0.191,18.3,3232,81.28
38.083,166.72,9,5,0,0.162,28.2,9751,57.5
317.021,38.76,5,0,0,0.038,26.6,8341,150.44
135.228,73.47,23,6,0,0.029,22.4,9758,86.11
30.016,83.77,6,0,3,0.204,16.7,1528,54.67
16.033,150.52,22,6,0,0.028,30.2,9171,36.68
23.019,131.93,13,3,0,0.347,31.2,8518,54.7
484.72,11.97,2,0,0,0.077,20.1,9076,274.78
24.114,167.6,19,3,0,0.791,28.2,9549,104.89
20.466,144.92,16,3,1,0.339,18.3,3722,43.83
34.887,86.79,17,0,3,0.525,20.7,1739,165.68
330.632,47.2,17,3,0,0.457,27.6,8272,554.11
26.842,185.92,9,1,0,0.762,31.8,9263,121.95
227.83,126.27,5,4,0,0.132,16.1,8827,188.5
145.303,120.39,2,4,2,0.173,7.8,685,166.57
22.957,43.52,11,1,0,0.227,20.6,9369,31.6
22.466,94.5,6,3,0,0.334,25.6,8560,50.74
8.853,116.11,0,3,0,0.018,22.3,8967,29.57
343.839,104.73,1,0,0,0.071,26.1,9386,203.97
31.104,158.44,0,4,0,0.129,26.8,9046,49.24
443.191,62.67,0,2,0,0.031,20.3,8058,203.64
212.365,45.21,9,6,0,0.547,34.8,9722,343.08
244.53,28.57,5,1,0,0.038,21.1,9858,134.04
38.017,2.19,15,0,0,0.118,30.5,9519,44.97
358.721,138.79,7,6,0,0.454,15.8,8653,732.42
0.886,186.14,16,6,0,0.111,30.2,9814,16.11
77.204,69.66,16,2,3,0.147,18.3,3397,127.11
195.81,42.5,4,0,0,0.031,34.5,9259,94.77
18.165,112.85,6,1,3,0.275,18.6,1324,64.76
349.953,87.13,11,5,0,0.245,31.8,9683,400.44
2.121,161.4,20,0,0,0.306,31.5,8050,28.89
11.378,26.55,14,6,0,0.467,27.0,9188,60.21
11.832,72.19,2,4,0,0.016,21.4,9770,38.22
16.632,52.61,23,4,0,0.126,35.0,9161,54.8
35.019,108.77,13,2,2,0.392,2.6,1264,104.44
12.589,94.44,10,3,0,0.336,19.5,9756,55.34
25.233,174.33,11,0,1,0.116,12.1,3811,48.4
429.362,166.01,0,2,0,0.036,31.7,9746,219.6
259.097,139.94,7,4,0,0.08,27.0,8998,203.87
8.032,173.93,2,5,1,0.009,21.6,5175,33.72
393.873,61.77,8,5,0,0.022,18.4,8206,211.39
27.113,46.99,14,1,2,0.485,7.3,946,80.41
39.14,50.05,17,6,1,0.498,13.1,5161,119.21
14.894,64.05,17,3,0,0.729,25.6,9531,114.67
14.312,176.11,6,4,0,0.26,24.4,8762,47.62
21.968,137.69,10,3,0,0.388,26.2,8101,54.9
407.589,175.99,16,6,1,0.181,15.2,2935,531.01
4.866,18.73,0,6,1,0.091,23.8,5399,21.39
31.202,126.79,12,1,0,0.33,31.1,8871,70.02
26.677,55.18,4,1,1,0.038,18.4,5505,32.92
12.826,177.31,17,4,0,0.161,19.4,8686,43.88
14.75,126.03,2,5,3,0.284,20.2,1465,53.03
33.302,157.77,14,1,1,0.314,13.4,2903,82.85
7.221,104.5,10,5,3,0.331,29.8,4821,48.01
21.345,61.56,8,0,1,0.714,12.9,5904,91.43
23.796,162.02,1,3,0,0.029,33.0,9517,32.93
23.609,189.83,4,2,0,0.096,33.4,9052,32.24
428.653,17.52,14,0,1,0.473,19.8,5118,628.79
49.232,163.82,12,4,0,0.033,23.7,9378,62.78
144.834,95.09,16,2,0,0.18,27.4,8412,138.56
25.873,131.43,9,2,0,0.54,26.7,8202,80.67
289.612,171.51,12,4,0,0.178,32.4,8358,309.92
278.547,13.81,17,2,0,0.485,32.2,9461,631.66
249.61,3.6,9,5,3,0.007,19.1,2394,200.25
61.886,16.82,16,3,0,0.248,16.1,8363,74.09
250.21,33.35,15,1,1,0.349,19.2,4654,338.44
14.587,65.54,4,1,0,0.037,31.5,9865,37.98
436.159,192.28,18,3,1,0.739,21.5,5024,1266.5
2.946,5.2,17,4,1,0.35,12.3,4091,24.11
217.906,18.32,2,4,0,0.13,16.8,8409,179.32
11.897,165.3,13,0,0,0.394,17.5,9541,55.8
34.112,121.88,19,1,0,0.687,26.9,9891,138.52
34.754,64.48,19,2,0,0.583,24.2,8815,132.01
35.549,134.29,13,1,0,0.327,23.6,8835,67.57
152.879,128.84,22,4,0,0.233,30.7,9312,129.18
138.662,158.57,9,5,1,0.152,15.0,5719,118.61
206.528,74.39,9,1,0,0.571,32.1,9921,478.4
2.995,39.22,9,6,0,0.87,33.9,8043,45.08
487.177,51.23,3,2,0,0.011,21.4,9825,243.25
416.856,32.55,3,5,0,0.109,26.6,9968,333.97
14.526,51.95,8,1,3,0.606,21.1,1944,96.3
36.386,21.37,20,0,0,0.218,17.5,9265,55.88
352.337,127.81,19,0,0,0.493,23.5,8611,622.62
31.827,82.96,21,0,0,0.321,29.3,9684,61.28
10.27,40.13,17,0,0,0.627,21.8,8281,59.14
114.355,76.25,5,1,0,0.058,20.7,9384,80.74
29.108,2.59,22,4,0,0.171,33.8,8802,31.03
22.995,129.25,20,4,0,0.205,34.4,9866,38.53
56.614,57.89,11,2,0,0.256,32.0,8669,86.14
13.663,40.62,15,0,0,0.281,30.5,9214,49.59
423.332,53.79,2,0,0,0.071,33.3,8121,221.92
28.181,50.69,14,1,1,0.287,24.0,4979,63.74
352.95,199.66,4,3,0,0.092,23.3,9141,212.6
18.329,37.89,10,6,0,0.148,19.1,9846,61.46
34.858,186.63,13,0,0,0.201,27.9,9559,67.16
61.966,114.89,23,5,1,0.239,19.3,2945,91.64
3.628,48.5,8,3,0,0.701,29.3,9987,44.62
7.714,160.77,9,3,0,0.51,28.8,9411,59.03
33.966,25.39,0,4,3,0.041,21.8,3899,55.48
410.367,80.09,20,2,1,0.153,12.8,5543,413.88
216.72,24.67,8,1,1,0.401,18.1,6959,541.25
319.402,134.85,11,6,3,0.123,27.5,3811,331.22
451.843,47.92,19,3,0,0.849,22.8,8631,1353.03
7.613,73.62,14,0,0,0.297,15.7,8235,41.87
36.553,83.2,14,6,0,0.477,33.0,8390,95.61
20.375,122.08,17,6,1,0.616,14.5,3155,81.33
8.651,192.64,9,5,0,0.41,19.9,8728,39.59
20.098,41.51,9,3,1,0.864,20.6,4692,88.77
9.045,61.83,21,2,1,0.284,22.4,6879,51.21
17.806,63.13,7,5,0,0.182,18.5,9370,66.84
37.22,189.06,23,5,0,0.092,20.6,8318,43.29
449.388,3.01,12,1,0,0.257,27.7,9963,527.24
24.406,79.43,13,2,0,0.222,33.7,9495,53.12
472.926,40.62,15,3,0,0.283,33.9,8985,458.67
20.796,141.88,0,6,0,0.013,19.6,8451,30.63
476.632,162.38,14,0,0,0.458,34.0,9364,783.22
21.833,24.01,23,3,0,0.042,34.0,9996,24.65
488.355,30.13,0,6,0,0.016,32.6,9721,268.94
300.18,76.13,2,5,3,0.047,24.2,3542,311.89
22.113,67.06,1,3,0,0.07,18.8,9666,30.75
390.244,14.33,5,0,0,0.084,19.3,9702,225.23
206.814,114.7,10,5,1,0.046,11.5,3141,155.96
22.361,44.6,18,4,0,0.21,22.2,8216,36.37
30.642,93.97,7,4,1,0.297,16.9,3288,63.16
368.567,36.55,18,6,0,0.818,32.5,9736,991.13
213.329,91.96,6,0,1,0.119,12.3,2190,213.78
310.299,140.64,4,0,0,0.006,26.8,8162,172.64
140.487,24.02,9,0,0,0.895,26.0,9545,378.23
498.025,199.74,8,4,3,0.254,15.8,2156,559.64
22.559,130.05,0,1,1,0.011,14.2,4160,31.95
7.565,166.19,16,5,0,0.057,21.6,9769,29.32
4.599,98.05,23,2,0,0.004,28.3,8156,27.05
28.89,25.81,17,1,0,0.517,16.7,8883,79.34
31.601,55.68,13,3,1,0.257,14.1,5922,72.97
24.356,20.29,10,4,1,0.252,23.9,4792,46.22
64.463,57.12,1,1,0,0.089,29.9,8511,65.65
11.192,9.71,3,6,0,0.023,19.8,8878,24.25
18.393,79.47,18,1,0,0.678,32.9,9136,115.4
24.82,168.77,17,1,0,0.774,28.4,8908,97.78
369.627,94.92,0,5,0,0.049,18.7,9059,241.7
35.495,18.56,23,2,1,0.057,10.3,4421,34.39
16.802,60.13,0,6,0,0.042,16.8,8924,36.75
14.879,133.36,6,5,0,0.117,15.5,9589,46.76
218.364,144.69,17,5,0,0.207,23.3,9630,187.84
21.472,153.7,2,4,0,0.181,22.8,8805,44.63
15.11,28.52,9,3,1,0.605,12.6,3822,131.09
38.038,193.71,18,5,3,0.047,29.3,2954,59.1
28.101,78.13,16,3,0,0.309,23.8,8204,57.81
28.925,150.16,1,6,1,0.009,17.2,4999,33.58
14.185,171.4,22,2,0,0.039,23.6,8809,43.72
104.56,187.45,0,0,0,0.034,28.1,9418,69.13
19.876,117.98,5,6,3,0.034,21.1,2480,51.52
149.317,69.51,19,6,0,0.424,27.9,9096,232.33
357.951,103.35,6,6,0,0.386,20.1,8573,434.38
34.781,138.22,0,0,1,0.083,13.3,6775,44.34
37.326,175.01,11,4,0,0.197,29.7,9829,70.06
0.516,166.83,14,4,0,0.4,28.5,9672,17.44
252.038,120.41,0,2,0,0.007,22.9,9758,134.25
11.036,150.86,6,3,0,0.224,26.7,9943,43.76
258.506,13.39,22,3,0,0.092,27.0,9466,144.62
34.257,141.49,20,4,0,0.026,25.8,9492,41.06
6.972,88.99,15,0,0,0.392,30.9,9647,39.07
76.96,148.59,23,6,1,0.096,18.0,5157,83.58
91.933,115.44,16,3,0,0.315,33.4,9716,105.67
287.462,62.0,17,5,0,0.023,28.3,9902,170.62
21.551,137.5,6,6,0,0.155,23.8,9541,44.36
10.055,63.77,9,2,0,0.851,25.0,9645,72.14
493.113,173.07,19,2,0,0.609,27.0,9151,1275.33
0.618,124.12,22,6,1,0.082,19.2,6103,19.68
24.069,74.51,2,6,0,0.04,29.3,8719,33.76
327.885,6.83,16,0,0,0.277,30.2,9762,309.06
10.644,54.91,11,3,1,0.112,22.5,5131,41.76
456.357,37.56,5,0,0,0.082,25.8,8366,255.56
1.655,148.88,20,3,1,0.3,20.5,2236,27.24
128.917,155.24,7,5,0,0.11,33.5,9877,105.26
34.682,65.1,5,2,0,0.028,30.2,9034,47.72
243.002,95.3,20,2,0,0.303,21.9,8693,259.75
31.141,116.4,8,1,0,0.669,19.8,8790,127.27
7.752,104.32,6,2,0,0.259,26.0,8984,38.43
36.14,133.06,14,2,0,0.375,23.2,8403,79.79
34.176,199.58,5,3,0,0.097,26.4,8856,41.87
15.59,133.56,9,5,3,0.009,29.3,2353,44.72
226.415,52.45,13,2,0,0.295,29.4,9756,304.11
3.334,171.74,22,4,0,0.421,27.3,9314,34.44
4.768,127.84,13,6,0,0.231,16.1,9615,48.09
16.884,7.5,22,2,0,0.039,32.3,8376,34.75
26.495,147.14,11,5,0,0.29,24.0,9625,59.92
0.725,163.26,5,6,1,0.008,20.7,2676,21.63
488.711,50.88,21,2,1,0.174,15.0,5658,456.29
24.454,37.73,21,5,2,0.174,3.5,1487,41.64
11.226,120.12,15,1,0,0.368,34.6,8928,54.01
36.078,37.99,1,5,0,0.255,33.3,8803,50.58
16.27,162.68,18,2,0,0.808,19.0,8111,153.52
192.535,179.15,18,4,0,0.08,18.5,8548,177.47
406.478,137.5,1,4,3,0.17,21.9,3399,461.12
2.003,191.52,2,2,0,0.068,34.8,9321,23.89
15.814,66.45,7,3,0,0.853,30.3,9760,124.79
134.595,31.77,23,3,0,0.087,19.8,9556,76.32
17.177,199.31,7,0,1,0.892,22.3,3710,154.74
18.14,86.99,15,1,0,0.261,22.1,8702,75.37
290.943,27.81,6,0,3,0.207,25.2,4601,299.82
29.55,33.76,6,0,0,0.138,17.4,8227,33.31
33.349,140.72,23,5,0,0.253,28.0,9723,62.76
476.786,65.24,19,3,0,0.587,19.6,8225,1103.24
100.038,31.55,9,2,0,0.515,31.0,9814,199.59
8.942,20.0,0,6,0,0.055,18.8,8709,22.75
200.987,167.7,15,5,0,0.055,18.1,8626,135.25
6.914,170.84,17,0,0,0.867,23.7,8848,61.79
419.191,115.8,19,0,1,0.602,20.2,2958,981.24
150.254,82.87,6,4,0,0.267,15.5,8149,142.7
58.441,174.42,5,1,2,0.004,1.6,1037,72.2
62.677,114.29,0,2,0,0.012,16.4,8915,56.37
419.243,179.4,19,5,0,0.057,17.4,8997,295.84
276.853,125.95,16,2,0,0.155,23.6,8079,217.2
27.704,179.95,10,0,0,0.138,34.3,8408,53.23
349.263,30.98,8,0,0,0.807,33.9,9246,885.11
18.939,154.67,21,5,1,0.214,16.2,2983,64.7
424.97,22.04,14,2,0,0.419,25.2,9001,693.34
33.96,188.31,21,4,0,0.234,19.5,8875,56.09
371.512,53.79,1,0,0,0.04,17.4,9011,225.25
56.44,177.45,19,0,1,0.766,11.8,5122,238.97
134.812,60.35,21,4,0,0.291,16.1,8808,139.49
199.915,70.26,16,0,0,0.249,25.1,8758,236.56
20.604,152.49,23,5,0,0.016,33.8,9005,28.41
26.871,126.24,2,1,0,0.068,29.3,9855,33.38
113.986,80.65,8,2,0,0.805,16.3,9764,283.92
17.178,38.6,1,2,0,0.049,29.5,9157,33.73
6.654,77.67,20,5,0,0.387,21.3,9739,38.48
20.465,123.29,12,0,0,0.459,22.2,8825,67.08
23.3,172.72,22,0,2,0.036,1.1,2264,36.47
4.959,52.44,4,4,0,0.047,23.2,9185,31.27
290.917,43.67,10,5,0,0.281,26.8,8782,248.82
303.757,30.72,10,4,1,0.105,10.8,3623,270.56
16.526,197.17,7,2,1,0.574,19.3,2321,149.1
386.849,37.37,23,1,3,0.051,27.7,4318,273.52
412.596,27.62,16,0,3,0.37,16.3,3712,603.85
36.698,174.36,13,0,0,0.498,21.4,9550,99.52
21.374,3.69,1,0,1,0.006,23.1,2739,17.44
36.671,16.03,23,6,1,0.036,22.5,6675,37.81
18.91,98.45,4,2,0,0.042,27.9,9455,49.34
22.655,177.91,11,5,0,0.062,29.9,8401,42.94
35.416,186.1,20,4,0,0.299,25.3,9519,64.23
142.479,104.48,4,6,1,0.053,15.2,2993,89.6
15.391,82.34,19,4,0,0.253,29.6,9175,56.73
271.088,126.85,22,6,0,0.079,24.1,9853,148.94
17.971,190.7,19,3,0,0.733,24.6,9416,115.62
281.26,38.51,23,1,1,0.028,13.5,3834,171.15
239.642,112.52,12,6,0,0.393,16.0,8503,332.68
111.489,194.61,6,1,0,0.2,19.4,9307,120.05
273.642,177.46,5,5,1,0.104,24.1,6820,236.07
21.73,99.68,21,0,0,0.121,29.6,9486,40.77
7.943,132.48,2,2,1,0.008,13.4,4511,32.34
288.968,79.46,3,0,1,0.053,21.3,3297,193.23
15.26,157.53,23,6,0,0.042,27.3,8213,42.49
20.465,75.95,17,5,0,0.074,16.7,9460,38.0
2.944,135.42,19,0,0,0.404,17.4,8227,38.98
32.494,182.02,19,4,3,0.073,29.7,1613,46.14
8.037,62.56,3,6,3,0.094,16.3,1974,36.09
12.351,17.27,5,1,1,0.007,24.0,4787,25.77
26.407,81.29,0,5,0,0.124,19.0,9049,38.4
7.585,160.72,20,0,0,0.21,26.3,8846,39.72
322.132,168.85,20,6,0,0.13,24.7,9280,239.45
291.876,86.7,18,0,0,0.859,21.3,8708,832.78
30.397,166.71,8,0,3,0.701,20.7,1854,151.2
79.466,7.0,19,5,0,0.23,32.3,8879,87.37
20.9,151.29,22,0,1,0.065,18.4,6717,33.31
29.514,30.36,7,6,3,0.51,20.9,2301,99.79
91.117,138.91,19,1,1,0.785,24.7,2885,219.54
91.83,42.45,20,4,0,0.148,22.3,8848,85.52
240.888,98.34,2,0,0,0.087,27.3,9875,164.42
8.647,181.16,7,2,0,0.829,29.2,9112,76.52
331.493,154.31,22,5,0,0.238,20.1,8545,251.7
119.67,107.28,4,2,0,0.092,25.9,9664,82.74
21.166,170.67,9,5,1,0.042,24.4,5597,34.18
18.393,174.16,23,1,0,0.034,29.9,8324,44.12
19.663,162.69,8,3,0,0.633,15.1,8528,118.9
23.656,133.58,1,3,0,0.022,18.7,8716,32.14
344.869,150.98,8,5,0,0.111,26.5,9202,241.04
161.365,27.34,17,6,0,0.414,21.4,8922,274.36
28.384,187.78,5,0,0,0.044,28.2,8918,39.06
23.586,25.95,3,2,0,0.068,25.4,9549,26.5
29.262,172.03,17,6,0,0.637,18.5,9483,97.57
33.174,71.35,20,0,0,0.182,29.1,9215,61.36
3.739,10.02,5,3,1,0.058,18.7,6812,14.88
22.677,159.61,11,6,0,0.348,34.5,9168,46.82
380.03,50.2,6,1,0,0.352,15.7,8364,418.49
19.506,106.88,15,0,1,0.145,10.7,5111,73.42
23.629,164.39,5,5,0,0.107,21.5,9937,37.95
38.567,116.72,22,3,3,0.01,19.3,2149,52.26
16.527,166.58,16,5,0,0.103,24.4,9427,44.98
20.493,104.28,6,2,1,0.306,20.5,6623,54.21
12.834,187.92,21,6,0,0.27,31.5,9683,51.18
19.654,157.55,9,3,0,0.422,28.1,8105,87.8
382.502,9.51,11,1,0,0.205,31.3,9848,380.82
25.438,74.63,17,5,3,0.245,24.7,2777,58.57
18.918,75.14,2,2,0,0.011,32.2,8237,39.68
35.831,124.83,23,5,0,0.035,28.4,8687,44.95
5.239,44.68,6,6,0,0.323,20.3,9565,22.33
154.088,33.01,8,6,0,0.787,18.2,8711,366.16
20.797,125.11,16,0,0,0.299,24.7,9339,42.25
23.375,180.61,1,5,1,0.16,14.0,6935,47.33
62.727,9.43,2,0,3,0.054,21.2,2334,65.91
19.09,191.9,5,3,1,0.045,14.3,3946,55.67
37.882,55.69,16,0,0,0.273,23.9,8117,66.9
421.64,5.19,12,2,0,0.281,25.0,9186,423.56
21.247,173.56,23,3,0,0.088,29.3,8524,28.11
228.749,109.71,23,0,0,0.063,27.6,9632,136.78
